Header	Region	Host	Subtype	Country	HA_Segment_Id	New_Data	Clade	Clade_Group	Isolate_Name	CVV	Outbreak	Outliers	date
EPI1944201|A/Laridae/Germany-SH/AI01498/2021|H5N4|2021-02-17	Europe	Wild Birds	H5N4	Germany	EPI1944201	NA	2.3.4.4b	2.3.4.4b	A/Laridae/Germany-SH/AI01498/2021	NA	Panzootic	N	2021-02-17
EPI1944202|A/turkey/Germany-MV/AI01477/2021|H5N8|2021-02-19	Europe	Domestic Birds	H5N8	Germany	EPI1944202	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-MV/AI01477/2021	NA	Panzootic	N	2021-02-19
EPI1944203|A/chicken/Germany-BY/AI01355/2021|H5N8|2021-02-07	Europe	Domestic Birds	H5N8	Germany	EPI1944203	NA	2.3.4.4b	2.3.4.4b	A/chicken/Germany-BY/AI01355/2021	NA	Panzootic	N	2021-02-07
EPI1944204|A/domestic_duck/Germany-BB/AI01444/2021|H5N8|2021-02-17	Europe	Domestic Birds	H5N8	Germany	EPI1944204	NA	2.3.4.4b	2.3.4.4b	A/domestic_duck/Germany-BB/AI01444/2021	NA	Panzootic	N	2021-02-17
EPI1944205|A/domestic_duck/Germany-BB/AI01437/2021|H5N8|2021-02-17	Europe	Domestic Birds	H5N8	Germany	EPI1944205	NA	2.3.4.4b	2.3.4.4b	A/domestic_duck/Germany-BB/AI01437/2021	NA	Panzootic	N	2021-02-17
EPI1944206|A/domestic_duck/Germany-BB/AI01423/2021|H5N8|2021-02-16	Europe	Domestic Birds	H5N8	Germany	EPI1944206	NA	2.3.4.4b	2.3.4.4b	A/domestic_duck/Germany-BB/AI01423/2021	NA	Panzootic	N	2021-02-16
EPI1944207|A/turkey/Germany-BB/AI01419/2021|H5N8|2021-02-15	Europe	Domestic Birds	H5N8	Germany	EPI1944207	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-BB/AI01419/2021	NA	Panzootic	N	2021-02-15
EPI1944208|A/turkey/Germany-MV/AI01127/2021|H5N8|2021-02-06	Europe	Domestic Birds	H5N8	Germany	EPI1944208	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-MV/AI01127/2021	NA	Panzootic	N	2021-02-06
EPI1944209|A/wild_goose/Germany-NI/AI03101/2020|H5N8|2020-11-19	Europe	Wild Birds	H5N8	Germany	EPI1944209	NA	2.3.4.4b	2.3.4.4b	A/wild_goose/Germany-NI/AI03101/2020	NA	Panzootic	N	2020-11-19
EPI1944210|A/wild_goose/Germany-NI/AI03471/2020|H5N8|2020-12-14	Europe	Wild Birds	H5N8	Germany	EPI1944210	NA	2.3.4.4b	2.3.4.4b	A/wild_goose/Germany-NI/AI03471/2020	NA	Panzootic	N	2020-12-14
EPI1944211|A/chicken/Germany-MV/AI01347/2021|H5N8|2021-02-08	Europe	Domestic Birds	H5N8	Germany	EPI1944211	NA	2.3.4.4b	2.3.4.4b	A/chicken/Germany-MV/AI01347/2021	NA	Panzootic	N	2021-02-08
EPI1944212|A/turkey/Germany-BB/AI01120/2021|H5N8|2021-02-04	Europe	Domestic Birds	H5N8	Germany	EPI1944212	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-BB/AI01120/2021	NA	Panzootic	N	2021-02-04
EPI1944213|A/pomeranian_goose/Germany-MV/AI01100/2021|H5N8|2021-02-01	Europe	Domestic Birds	H5N8	Germany	EPI1944213	NA	2.3.4.4b	2.3.4.4b	A/pomeranian_goose/Germany-MV/AI01100/2021	NA	Panzootic	N	2021-02-01
EPI1944214|A/chicken/Germany-NI/AI00887/2021|H5N8|2021-01-22	Europe	Domestic Birds	H5N8	Germany	EPI1944214	NA	2.3.4.4b	2.3.4.4b	A/chicken/Germany-NI/AI00887/2021	NA	Panzootic	N	2021-01-22
EPI1944215|A/Hawaiian_goose/Germany-RP/AI00856/2021|H5N8|2021-01-18	Europe	Domestic Birds	H5N8	Germany	EPI1944215	NA	2.3.4.4b	2.3.4.4b	A/Hawaiian_goose/Germany-RP/AI00856/2021	NA	Panzootic	N	2021-01-18
EPI1944216|A/wild_goose/Germany-NI/AI00854/2021|H5N8|2021-01-18	Europe	Wild Birds	H5N8	Germany	EPI1944216	NA	2.3.4.4b	2.3.4.4b	A/wild_goose/Germany-NI/AI00854/2021	NA	Panzootic	N	2021-01-18
EPI1944225|A/black-headed_gull/Germany-NI/AI05962/2021|H5N1|2021-10-12	Europe	Wild Birds	H5N1	Germany	EPI1944225	NA	2.3.4.4b	2.3.4.4b	A/black-headed_gull/Germany-NI/AI05962/2021	NA	Panzootic	N	2021-10-12
EPI1944240|A/chicken/Italy/21VIR10388/2021|H5N1|2021-11-30	Europe	Domestic Birds	H5N1	Italy	EPI1944240	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/21VIR10388/2021	NA	Panzootic	N	2021-11-30
EPI1944248|A/duck/Italy/21VIR10447/2021|H5N1|2021-12-01	Europe	Domestic Birds	H5N1	Italy	EPI1944248	NA	2.3.4.4b	2.3.4.4b	A/duck/Italy/21VIR10447/2021	NA	Panzootic	N	2021-12-01
EPI1944256|A/Eurasian_wigeon/Italy/21VIR8919-3/2021|H5N1|2021-10-28	Europe	Wild Birds	H5N1	Italy	EPI1944256	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_wigeon/Italy/21VIR8919-3/2021	NA	Panzootic	N	2021-10-28
EPI1944264|A/turkey/Italy/21VIR9618-7/2021|H5N1|2021-11-18	Europe	Domestic Birds	H5N1	Italy	EPI1944264	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR9618-7/2021	NA	Panzootic	N	2021-11-18
EPI1944272|A/mallard/Italy/21VIR8919-2/2021|H5N1|2021-10-27	Europe	Wild Birds	H5N1	Italy	EPI1944272	NA	2.3.4.4b	2.3.4.4b	A/mallard/Italy/21VIR8919-2/2021	NA	Panzootic	N	2021-10-27
EPI1944280|A/chicken/Italy/21VIR10239/2021|H5N1|2021-11-25	Europe	Domestic Birds	H5N1	Italy	EPI1944280	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/21VIR10239/2021	NA	Panzootic	N	2021-11-25
EPI1944288|A/turkey/Italy/21VIR10340/2021|H5N1|2021-11-29	Europe	Domestic Birds	H5N1	Italy	EPI1944288	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR10340/2021	NA	Panzootic	N	2021-11-29
EPI1944296|A/turkey/Italy/21VIR9816-1/2021|H5N1|2021-11-19	Europe	Domestic Birds	H5N1	Italy	EPI1944296	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR9816-1/2021	NA	Panzootic	N	2021-11-19
EPI1944304|A/chicken/Italy/21VIR10389/2021|H5N1|2021-11-30	Europe	Domestic Birds	H5N1	Italy	EPI1944304	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/21VIR10389/2021	NA	Panzootic	N	2021-11-30
EPI1944312|A/chicken/Italy/21VIR9951-25/2021|H5N1|2021-11-22	Europe	Domestic Birds	H5N1	Italy	EPI1944312	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/21VIR9951-25/2021	NA	Panzootic	N	2021-11-22
EPI1944320|A/chicken/Italy/21VIR10384/2021|H5N1|2021-11-30	Europe	Domestic Birds	H5N1	Italy	EPI1944320	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/21VIR10384/2021	NA	Panzootic	N	2021-11-30
EPI1944328|A/chicken/Italy/21VIR9580-22/2021|H5N1|2021-11-15	Europe	Domestic Birds	H5N1	Italy	EPI1944328	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/21VIR9580-22/2021	NA	Panzootic	N	2021-11-15
EPI1944333|A/chicken/Italy/21VIR10343/2021|H5N1|2021-11-28	Europe	Domestic Birds	H5N1	Italy	EPI1944333	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/21VIR10343/2021	NA	Panzootic	N	2021-11-28
EPI1944341|A/Wild_goose/Italy/21VIR10193/2021|H5N1|2021-11-23	Europe	Wild Birds	H5N1	Italy	EPI1944341	NA	2.3.4.4b	2.3.4.4b	A/Wild_goose/Italy/21VIR10193/2021	NA	Panzootic	N	2021-11-23
EPI1944349|A/magpie/Italy/21VIR9487-2/2021|H5N1|2021-11-05	Europe	Wild Birds	H5N1	Italy	EPI1944349	NA	2.3.4.4b	2.3.4.4b	A/magpie/Italy/21VIR9487-2/2021	NA	Panzootic	N	2021-11-05
EPI1944357|A/turkey/Italy/21VIR10456/2021|H5N1|2021-12-01	Europe	Domestic Birds	H5N1	Italy	EPI1944357	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR10456/2021	NA	Panzootic	N	2021-12-01
EPI1944365|A/chicken/Italy/21VIR9133-20/2021|H5N1|2021-11-04	Europe	Domestic Birds	H5N1	Italy	EPI1944365	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/21VIR9133-20/2021	NA	Panzootic	N	2021-11-04
EPI1944373|A/seagull/Italy/21VIR9432-2/2021|H5N1|2021-11-11	Europe	Wild Birds	H5N1	Italy	EPI1944373	NA	2.3.4.4b	2.3.4.4b	A/seagull/Italy/21VIR9432-2/2021	NA	Panzootic	N	2021-11-11
EPI1944381|A/turkey/Italy/21VIR9767-3/2021|H5N1|2021-11-17	Europe	Domestic Birds	H5N1	Italy	EPI1944381	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR9767-3/2021	NA	Panzootic	N	2021-11-17
EPI1944389|A/turkey/Italy/21VIR10251/2021|H5N1|2021-11-25	Europe	Domestic Birds	H5N1	Italy	EPI1944389	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR10251/2021	NA	Panzootic	N	2021-11-25
EPI1944397|A/turkey/Italy/21VIR9652-2/2021|H5N1|2021-11-15	Europe	Domestic Birds	H5N1	Italy	EPI1944397	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR9652-2/2021	NA	Panzootic	N	2021-11-15
EPI1944405|A/chicken/Italy/21VIR9691-2/2021|H5N1|2021-11-15	Europe	Domestic Birds	H5N1	Italy	EPI1944405	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/21VIR9691-2/2021	NA	Panzootic	N	2021-11-15
EPI1944413|A/turkey/Italy/21VIR9512-1/2021|H5N1|2021-11-11	Europe	Domestic Birds	H5N1	Italy	EPI1944413	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR9512-1/2021	NA	Panzootic	N	2021-11-11
EPI1944421|A/turkey/Italy/21VIR9143-2/2021|H5N1|2021-11-03	Europe	Domestic Birds	H5N1	Italy	EPI1944421	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR9143-2/2021	NA	Panzootic	N	2021-11-03
EPI1944429|A/chicken/Italy/21VIR9765-12/2021|H5N1|2021-11-17	Europe	Domestic Birds	H5N1	Italy	EPI1944429	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/21VIR9765-12/2021	NA	Panzootic	N	2021-11-17
EPI1944437|A/turkey/Italy/21VIR9510-1/2021|H5N1|2021-11-11	Europe	Domestic Birds	H5N1	Italy	EPI1944437	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR9510-1/2021	NA	Panzootic	N	2021-11-11
EPI1944445|A/turkey/Italy/21VIR9768-8/2021|H5N1|2021-11-17	Europe	Domestic Birds	H5N1	Italy	EPI1944445	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR9768-8/2021	NA	Panzootic	N	2021-11-17
EPI1944453|A/chicken/Italy/21VIR10352/2021|H5N1|2021-11-26	Europe	Domestic Birds	H5N1	Italy	EPI1944453	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/21VIR10352/2021	NA	Panzootic	N	2021-11-26
EPI1944461|A/kestrel/Italy/21VIR10468/2021|H5N1|2021-11-30	Europe	Wild Birds	H5N1	Italy	EPI1944461	NA	2.3.4.4b	2.3.4.4b	A/kestrel/Italy/21VIR10468/2021	NA	Panzootic	N	2021-11-30
EPI1944469|A/turkey/Italy/21VIR9649-2/2021|H5N1|2021-11-15	Europe	Domestic Birds	H5N1	Italy	EPI1944469	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR9649-2/2021	NA	Panzootic	N	2021-11-15
EPI1944477|A/chicken/Italy/IZSLT-122448_21VIR9218-1/2021|H5N1|2021-10-28	Europe	Domestic Birds	H5N1	Italy	EPI1944477	NA	2.3.4.4b	2.3.4.4b	A/chicken/Italy/IZSLT-122448_21VIR9218-1/2021	NA	Panzootic	N	2021-10-28
EPI1944485|A/goose/Italy/IZSLT-21VIR10273/2021|H5N1|2021-11-22	Europe	Domestic Birds	H5N1	Italy	EPI1944485	NA	2.3.4.4b	2.3.4.4b	A/goose/Italy/IZSLT-21VIR10273/2021	NA	Panzootic	N	2021-11-22
EPI1944493|A/turkey/Italy/21VIR9210-1/2021|H5N1|2021-11-05	Europe	Domestic Birds	H5N1	Italy	EPI1944493	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR9210-1/2021	NA	Panzootic	N	2021-11-05
EPI1944501|A/turkey/Italy/21VIR8817-1/2021|H5N1|2021-10-25	Europe	Domestic Birds	H5N1	Italy	EPI1944501	NA	2.3.4.4b	2.3.4.4b	A/turkey/Italy/21VIR8817-1/2021	NA	Panzootic	N	2021-10-25
EPI1945084|A/Eurasian_curlew/Germany-SH/AI05960/2021|H5N1|2021-10-14	Europe	Wild Birds	H5N1	Germany	EPI1945084	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_curlew/Germany-SH/AI05960/2021	NA	Panzootic	N	2021-10-14
EPI1945093|A/Eurasian_wigeon/Germany-SH/AI05950/2021|H5N1|2021-10-14	Europe	Wild Birds	H5N1	Germany	EPI1945093	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_wigeon/Germany-SH/AI05950/2021	NA	Panzootic	N	2021-10-14
EPI1945108|A/Eurasian_wigeon/Germany-SH/AI05952/2021|H5N1|2021-10-14	Europe	Wild Birds	H5N1	Germany	EPI1945108	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_wigeon/Germany-SH/AI05952/2021	NA	Panzootic	N	2021-10-14
EPI1945123|A/Eurasian_wigeon/Germany-SH/AI05955/2021|H5N1|2021-10-14	Europe	Wild Birds	H5N1	Germany	EPI1945123	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_wigeon/Germany-SH/AI05955/2021	NA	Panzootic	N	2021-10-14
EPI1945131|A/Eurasian_wigeon/Germany-SH/AI05953/2021|H5N1|2021-10-14	Europe	Wild Birds	H5N1	Germany	EPI1945131	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_wigeon/Germany-SH/AI05953/2021	NA	Panzootic	N	2021-10-14
EPI1945139|A/Eurasian_wigeon/Germany-SH/AI05956/2021|H5N1|2021-10-14	Europe	Wild Birds	H5N1	Germany	EPI1945139	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_wigeon/Germany-SH/AI05956/2021	NA	Panzootic	N	2021-10-14
EPI1945147|A/Eurasian_wigeon/Germany-SH/AI05951/2021|H5N1|2021-10-14	Europe	Wild Birds	H5N1	Germany	EPI1945147	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_wigeon/Germany-SH/AI05951/2021	NA	Panzootic	N	2021-10-14
EPI1945155|A/Eurasian_wigeon/Germany-SH/AI05954/2021|H5N1|2021-10-14	Europe	Wild Birds	H5N1	Germany	EPI1945155	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_wigeon/Germany-SH/AI05954/2021	NA	Panzootic	N	2021-10-14
EPI1945163|A/mallard/Germany-NI/AI06010/2021|H5N1|2021-10-17	Europe	Wild Birds	H5N1	Germany	EPI1945163	NA	2.3.4.4b	2.3.4.4b	A/mallard/Germany-NI/AI06010/2021	NA	Panzootic	N	2021-10-17
EPI1945171|A/barnacle_goose/Germany-SH/AI06005/2021|H5N1|2021-10-19	Europe	Wild Birds	H5N1	Germany	EPI1945171	NA	2.3.4.4b	2.3.4.4b	A/barnacle_goose/Germany-SH/AI06005/2021	NA	Panzootic	N	2021-10-19
EPI1945179|A/white-tailed_eagle/Germany-MV/AI05975/2021|H5N1|2021-10-20	Europe	Wild Birds	H5N1	Germany	EPI1945179	NA	2.3.4.4b	2.3.4.4b	A/white-tailed_eagle/Germany-MV/AI05975/2021	NA	Panzootic	N	2021-10-20
EPI1945187|A/turkey/Germany-MV/AI06035/2021|H5N1|2021-10-20	Europe	Domestic Birds	H5N1	Germany	EPI1945187	NA	2.3.4.4b	2.3.4.4b	A/turkey/Germany-MV/AI06035/2021	NA	Panzootic	N	2021-10-20
EPI1945195|A/lesser_white-fronted_goose/Germany-MV/AI05973/2021|H5N1|2021-10-20	Europe	Wild Birds	H5N1	Germany	EPI1945195	NA	2.3.4.4b	2.3.4.4b	A/lesser_white-fronted_goose/Germany-MV/AI05973/2021	NA	Panzootic	N	2021-10-20
EPI1945203|A/white_stork/Germany-MV/AI05979/2021|H5N1|2021-10-20	Europe	Wild Birds	H5N1	Germany	EPI1945203	NA	2.3.4.4b	2.3.4.4b	A/white_stork/Germany-MV/AI05979/2021	NA	Panzootic	N	2021-10-20
EPI1945211|A/herring_gull/Germany-SH/AI06141/2021|H5N1|2021-10-21	Europe	Wild Birds	H5N1	Germany	EPI1945211	NA	2.3.4.4b	2.3.4.4b	A/herring_gull/Germany-SH/AI06141/2021	NA	Panzootic	N	2021-10-21
EPI1945219|A/Eurasian_teal/Germany-BY/AI05977/2021|H5N1|2021-10-21	Europe	Wild Birds	H5N1	Germany	EPI1945219	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_teal/Germany-BY/AI05977/2021	NA	Panzootic	N	2021-10-21
EPI1945227|A/Eurasian_wigeon/Germany-SH/AI06143/2021|H5N1|2021-10-22	Europe	Wild Birds	H5N1	Germany	EPI1945227	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_wigeon/Germany-SH/AI06143/2021	NA	Panzootic	N	2021-10-22
EPI1945235|A/domestic_goose/Germany-SH/AI06147/2021|H5N1|2021-10-22	Europe	Domestic Birds	H5N1	Germany	EPI1945235	NA	2.3.4.4b	2.3.4.4b	A/domestic_goose/Germany-SH/AI06147/2021	NA	Panzootic	N	2021-10-22
EPI1945243|A/domestic_goose/Germany-SH/AI06150/2021|H5N1|2021-10-22	Europe	Domestic Birds	H5N1	Germany	EPI1945243	NA	2.3.4.4b	2.3.4.4b	A/domestic_goose/Germany-SH/AI06150/2021	NA	Panzootic	N	2021-10-22
EPI1945251|A/domestic_goose/Germany-SH/AI06024/2021|H5N1|2021-10-22	Europe	Domestic Birds	H5N1	Germany	EPI1945251	NA	2.3.4.4b	2.3.4.4b	A/domestic_goose/Germany-SH/AI06024/2021	NA	Panzootic	N	2021-10-22
EPI1945259|A/Eurasian_wigeon/Germany-SH/AI06142/2021|H5N1|2021-10-22	Europe	Wild Birds	H5N1	Germany	EPI1945259	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_wigeon/Germany-SH/AI06142/2021	NA	Panzootic	N	2021-10-22
EPI1945267|A/greylag_goose/Germany-SH/AI06144/2021|H5N1|2021-10-25	Europe	Wild Birds	H5N1	Germany	EPI1945267	NA	2.3.4.4b	2.3.4.4b	A/greylag_goose/Germany-SH/AI06144/2021	NA	Panzootic	N	2021-10-25
EPI1945275|A/barnacle_goose/Germany-SH/AI06145/2021|H5N1|2021-10-25	Europe	Wild Birds	H5N1	Germany	EPI1945275	NA	2.3.4.4b	2.3.4.4b	A/barnacle_goose/Germany-SH/AI06145/2021	NA	Panzootic	N	2021-10-25
EPI1945283|A/greylag_goose/Germany-SH/AI06205/2021|H5N1|2021-10-25	Europe	Wild Birds	H5N1	Germany	EPI1945283	NA	2.3.4.4b	2.3.4.4b	A/greylag_goose/Germany-SH/AI06205/2021	NA	Panzootic	N	2021-10-25
EPI1945291|A/buzzard/Germany-SH/AI06210/2021|H5N1|2021-10-26	Europe	Wild Birds	H5N1	Germany	EPI1945291	NA	2.3.4.4b	2.3.4.4b	A/buzzard/Germany-SH/AI06210/2021	NA	Panzootic	N	2021-10-26
EPI1945365|A/Eagle_owl/Estonia/TA2122239_21VIR10433-10/2021|H5N8|2021-09-19	Europe	Wild Birds	H5N8	Estonia	EPI1945365	NA	2.3.4.4b	2.3.4.4b	A/Eagle_owl/Estonia/TA2122239_21VIR10433-10/2021	NA	Panzootic	N	2021-09-19
EPI1945373|A/Withe-tiled_eagle/Estonia/TA2124126-1_21VIR10433-11/2021|H5N1|2021-10-12	Europe	Wild Birds	H5N1	Estonia	EPI1945373	NA	2.3.4.4b	2.3.4.4b	A/Withe-tiled_eagle/Estonia/TA2124126-1_21VIR10433-11/2021	NA	Panzootic	N	2021-10-12
EPI1945381|A/white-tailed_eagle/Estonia/TA2111864-2_21VIR7512-6/2021|H5N1|2021-05-16	Europe	Wild Birds	H5N1	Estonia	EPI1945381	NA	2.3.4.4b	2.3.4.4b	A/white-tailed_eagle/Estonia/TA2111864-2_21VIR7512-6/2021	NA	Panzootic	N	2021-05-16
EPI1945389|A/gull/Estonia/TA2113284-4_21VIR7512-8/2021|H5N1|2021-06-02	Europe	Wild Birds	H5N1	Estonia	EPI1945389	NA	2.3.4.4b	2.3.4.4b	A/gull/Estonia/TA2113284-4_21VIR7512-8/2021	NA	Panzootic	N	2021-06-02
EPI1945397|A/mute_swan/Estonia/TA2106111-2_21VIR7512-1/2021|H5N8|2021-03-02	Europe	Wild Birds	H5N8	Estonia	EPI1945397	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Estonia/TA2106111-2_21VIR7512-1/2021	NA	Panzootic	N	2021-03-02
EPI1945405|A/mute_swan/Estonia/TA2106241_21VIR7512-2/2021|H5N8|2021-03-02	Europe	Wild Birds	H5N8	Estonia	EPI1945405	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Estonia/TA2106241_21VIR7512-2/2021	NA	Panzootic	N	2021-03-02
EPI1945413|A/mute_swan/Estonia/TA2106419-1_21VIR7512-3/2021|H5N8|2021-03-04	Europe	Wild Birds	H5N8	Estonia	EPI1945413	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Estonia/TA2106419-1_21VIR7512-3/2021	NA	Panzootic	N	2021-03-04
EPI1945421|A/mute_swan/Estonia/TA2106615_21VIR7512-4/2021|H5N8|2021-03-04	Europe	Wild Birds	H5N8	Estonia	EPI1945421	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Estonia/TA2106615_21VIR7512-4/2021	NA	Panzootic	N	2021-03-04
EPI1945429|A/mute_swan/Estonia/TA2108545-1_21VIR7512-5/2021|H5N8|2021-03-26	Europe	Wild Birds	H5N8	Estonia	EPI1945429	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Estonia/TA2108545-1_21VIR7512-5/2021	NA	Panzootic	N	2021-03-26
EPI1945437|A/guinea_fowl/Estonia/TA2104719_21VIR7512-9/2021|H5N8|2021-02-18	Europe	Domestic Birds	H5N8	Estonia	EPI1945437	NA	2.3.4.4b	2.3.4.4b	A/guinea_fowl/Estonia/TA2104719_21VIR7512-9/2021	NA	Panzootic	N	2021-02-18
EPI1945445|A/white-tailed_eagle/Finland/6984_21VIR7689-10/2021|H5N1|2021-06-01	Europe	Wild Birds	H5N1	Finland	EPI1945445	NA	2.3.4.4b	2.3.4.4b	A/white-tailed_eagle/Finland/6984_21VIR7689-10/2021	NA	Panzootic	N	2021-06-01
EPI1945453|A/white-tailed_eagle/Finland/9257_21VIR7689-11/2021|H5N8|2021-07-01	Europe	Wild Birds	H5N8	Finland	EPI1945453	NA	2.3.4.4b	2.3.4.4b	A/white-tailed_eagle/Finland/9257_21VIR7689-11/2021	NA	Panzootic	N	2021-07-01
EPI1945461|A/golden_eagle/Finland/9378_21VIR7689-12/2021|H5N1|2021-07-01	Europe	Wild Birds	H5N1	Finland	EPI1945461	NA	2.3.4.4b	2.3.4.4b	A/golden_eagle/Finland/9378_21VIR7689-12/2021	NA	Panzootic	N	2021-07-01
EPI1945469|A/European_herring_gull/Finland/9722_21VIR7689-13/2021|H5N1|2021-08-01	Europe	Wild Birds	H5N1	Finland	EPI1945469	NA	2.3.4.4b	2.3.4.4b	A/European_herring_gull/Finland/9722_21VIR7689-13/2021	NA	Panzootic	N	2021-08-01
EPI1945477|A/whooper_swan/Finland/9906_21VIR7689-14/2021|H5N8|2021-08-01	Europe	Wild Birds	H5N8	Finland	EPI1945477	NA	2.3.4.4b	2.3.4.4b	A/whooper_swan/Finland/9906_21VIR7689-14/2021	NA	Panzootic	N	2021-08-01
EPI1945485|A/Eurasian_eagle-owl/Finland/10617_21VIR7689-15/2021|H5N1|2021-08-01	Europe	Wild Birds	H5N1	Finland	EPI1945485	NA	2.3.4.4b	2.3.4.4b	A/Eurasian_eagle-owl/Finland/10617_21VIR7689-15/2021	NA	Panzootic	N	2021-08-01
EPI1945493|A/pheasant/Finland/499_21VIR7689-1/2021|H5N8|2021-01-01	Europe	Domestic Birds	H5N8	Finland	EPI1945493	NA	2.3.4.4b	2.3.4.4b	A/pheasant/Finland/499_21VIR7689-1/2021	NA	Panzootic	N	2021-01-01
EPI1945501|A/mute_swan/Finland/1325_21VIR7689-2/2021|H5N8|2021-01-01	Europe	Wild Birds	H5N8	Finland	EPI1945501	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Finland/1325_21VIR7689-2/2021	NA	Panzootic	N	2021-01-01
EPI1945509|A/pheasant/Finland/1589_21VIR7689-3/2021|H5N8|2021-02-01	Europe	Domestic Birds	H5N8	Finland	EPI1945509	NA	2.3.4.4b	2.3.4.4b	A/pheasant/Finland/1589_21VIR7689-3/2021	NA	Panzootic	N	2021-02-01
EPI1945522|A/barnacle_goose/Finland/6247_21VIR7689-6/2021|H5N1|2021-05-01	Europe	Wild Birds	H5N1	Finland	EPI1945522	NA	2.3.4.4b	2.3.4.4b	A/barnacle_goose/Finland/6247_21VIR7689-6/2021	NA	Panzootic	N	2021-05-01
EPI1945530|A/barnacle_goose/Finland//6378_21VIR7689-7/2021|H5N1|2021-05-01	Europe	Wild Birds	H5N1	Finland	EPI1945530	NA	2.3.4.4b	2.3.4.4b	A/barnacle_goose/Finland//6378_21VIR7689-7/2021	NA	Panzootic	N	2021-05-01
EPI1945538|A/barnacle_goose/Finland/6955_21VIR7689-9/2021|H5N1|2021-06-01	Europe	Wild Birds	H5N1	Finland	EPI1945538	NA	2.3.4.4b	2.3.4.4b	A/barnacle_goose/Finland/6955_21VIR7689-9/2021	NA	Panzootic	N	2021-06-01
EPI1945546|A/greylag_goose/Norway/V294_21VIR7634-1/2021|H5N8|2021-06-14	Europe	Wild Birds	H5N8	Norway	EPI1945546	NA	2.3.4.4b	2.3.4.4b	A/greylag_goose/Norway/V294_21VIR7634-1/2021	NA	Panzootic	N	2021-06-14
EPI1945554|A/mute_swan/Norway/FU452_21VIR7634-2/2021|H5N8|2021-06-21	Europe	Wild Birds	H5N8	Norway	EPI1945554	NA	2.3.4.4b	2.3.4.4b	A/mute_swan/Norway/FU452_21VIR7634-2/2021	NA	Panzootic	N	2021-06-21
EPI1945562|A/common_eider/Norway/FU453_21VIR7634-3/2021|H5N8|2021-06-23	Europe	Wild Birds	H5N8	Norway	EPI1945562	NA	2.3.4.4b	2.3.4.4b	A/common_eider/Norway/FU453_21VIR7634-3/2021	NA	Panzootic	N	2021-06-23
EPI1945570|A/common_eider/Norway/FU458_21VIR7634-4/2021|H5N8|2021-07-01	Europe	Wild Birds	H5N8	Norway	EPI1945570	NA	2.3.4.4b	2.3.4.4b	A/common_eider/Norway/FU458_21VIR7634-4/2021	NA	Panzootic	N	2021-07-01
